file_number,category,doc_type,order_date,fsa,url,extraction_method,all_amounts_found,fee_amounts_found,primary_amount,amount_type,matched_context,notes
LTB-L-011228-26,L1,Order,2026-05-07,M3C,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yzas5IAA/LTB-L-011228-26-HR.pdf,text,"[1648.22, 54.19, 1648.22, 4048.22, 2540.58, 186.0, 1654.66, 10.76, 4374.8, 659.31, 54.19, 8237.02, 186.0, 4048.22, 4374.8, 6186.95, 186.0, 4048.22, 1654.66, 10.76, 659.31, 50000.0, 54.19]","[8237.02, 186.0, 6186.95, 186.0]",4374.8,arrears,"tion was filed  - $4,048.22  Total the Tenant must pay to continue the tenancy  >>>$4,374.80<<<  B. Amount the Tenant must pay if the tenancy is terminated  Rent Owing To Hear",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-085974-25,L1,Order,2026-03-10,M6B,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uyrilIAA/LTB-L-085974-25-HR - signed.pdf,text,"[750.0, 24.66, 750.0, 5250.0, 201.0, 5451.0, 4774.98, 24.66, 5250.0, 201.0, 5451.0, 4573.98, 201.0, 4774.98, 50000.0, 24.66]","[5250.0, 201.0, 5451.0, 4573.98]",4774.98,arrears,"5. If the Tenant does not void the order, the Tenant shall pay to the Landlord >>>$4,774.98<<<. This  amount includes rent arrears owing up to the date of the hearing and the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-005970-26,L1,Order,2026-04-27,M2M,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000ye0TNIAY/LTB-L-005970-26-HR.pdf,text,"[2000.0, 65.75, 2000.0, 80000.0, 80000.0, 50000.0, 50000.0, 186.0, 50000.0, 30186.0, 80186.0, 82186.0, 50186.0, 80000.0, 186.0, 80186.0, 82000.0, 186.0, 82186.0, 78854.75, 186.0, 50186.0]","[50000.0, 80000.0, 186.0, 80186.0, 82000.0, 186.0, 82186.0, 78854.75, 186.0]",82186.0,arrears,"ril 30, 2026. See  Schedule 1 for the calculation of the amount owing.   OR  •  >>>$82,186.00<<< if the payment is made on or before May 8, 2026. See  Schedule 1 for the calcul",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-022001-26,L1,Order,2026-05-25,L9N,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N3000010NN1sIAG/LTB-L-022001-26-HR - May 25 2026.pdf,text,[],[],,,,no dollar amount found
LTB-L-088123-25,L1,Order,2026-01-20,P6C,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sTuVyIAK/LTB-L-088123-25-HR - January 20 2026.pdf,text,"[3191.07, 3005.07, 186.0, 700.0, 700.0, 180.0, 171.07]",[],3191.07,arrears,"it is ordered that:  1. The Tenant shall pay to the Landlord >>>$3,191.07<<<, which represents the arrears of rent  ($3,005.07) and costs ($186.00) outstand",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-068944-25,L1,Order,2026-02-17,K0E,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tx0NhIAI/LTB-L-068944-25-HR.pdf,text,"[1975.0, 987.5, 1975.0, 64.93, 1975.0, 3950.0, 12713.0, 186.0, 1975.0, 14.66, 1000.0, 180.0, 250.0, 14874.0, 16849.0, 9388.85, 64.93, 18638.0, 186.0, 3950.0, 14874.0, 20613.0, 186.0, 3950.0, 16849.0, 15142.51, 186.0, 3950.0, 1975.0, 14.66, 9388.85, 50000.0, 64.93]","[18638.0, 186.0, 20613.0, 186.0, 15142.51, 186.0]",16849.0,arrears,"ary 28, 2026. See Schedule 1  for the calculation of the amount owing.   OR  •  >>>$16,849.00<<< if the payment is made on or before March 31, 2026. See Schedule 1  for the cal",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-013488-26,L1,Order,2026-04-23,K2E,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yR3NTIA0/L1 Hearing LTB-L-013488-26-HR - DRO CAMPBELL DHM STAMPED.pdf,text,"[2381.2, 78.29, 2381.2, 7373.55, 1879.2, 186.0, 2396.0, 11.17, 2065.2, 1000.79, 78.29, 9252.75, 186.0, 7373.55, 2065.2, 8593.93, 186.0, 7373.55, 2396.0, 11.17, 50000.0, 78.29]","[1000.79, 9252.75, 186.0, 8593.93, 186.0]",2065.2,arrears,"ion  was filed  - $7,373.55 Total the Tenants must pay to continue the tenancy  >>>$2,065.20<<<  B. Amount the Tenants must pay if the tenancy is terminated Rent Owing To Hear",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-094503-25,L1,Order,2026-01-27,N0R,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000seRC7IAM/LTB-L-094503-25-HR - January 27 2026.pdf,text,[],[],,,,no dollar amount found
LTB-L-103408-25,L1,Order,2026-02-26,N0P,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uUUjcIAG/LTB-L-103408-25-HR.pdf,text,"[9456.0, 400.0, 400.0, 256.0]",[],9456.0,arrears,"It is ordered on consent that:  1. The Tenant shall pay to the Landlord >>>$9,456.00<<< for arrears of rent up to February 28, 2026  and costs.  2. The Tenant shall pa",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-079536-25,L1,Order,2026-01-14,P6B,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000rpp8QIAQ/LTB-L-079536-25-HR.pdf,text,"[800.0, 1980.0, 830.0, 186.0, 1016.0, 1016.0, 84.66, 84.66, 84.74]",[],1016.0,arrears,"It is ordered that:  1. The Tenant shall pay to the Landlord >>>$1,016.00<<< for arrears of rent up to  December 31, 2025 and costs.  2. The Tenant shall pa",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-109257-25,L1,Order,2026-03-19,M1P,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vZJOkIAO/LTB-L-109257-25-HR - March 19 2026.pdf,text,[],[],,,,no dollar amount found
LTB-L-102325-25,L1,Order,2026-03-11,M6L,"https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000ugqtIIAQ/LTB-L-102325-25 dated March 11 2026 for hearing February 25, 2026 SH.pdf",text,"[2124.15, 13112.9, 186.0, 13298.9, 13112.9, 186.0, 13112.9, 186.0, 13298.9, 13298.0, 738.82, 738.96]",[],13298.9,arrears,"12.90 for arrears of rent up to  February 28, 2026 and $186.00 costs, totalling >>>$13,298.90<<<.  2. The Tenants shall pay to the Landlord the amount set out in paragraph 1  (",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-000839-26,L1,Order,2026-03-20,K7K,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vheXfIAI/LTB-L-000839-26 U-HR.pdf,text,"[142.0, 4.67, 142.0, 550.0, 18.0, 186.0, 204.0]",[204.0],,,,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-104282-25,L1,Order,2026-03-30,M8V,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000w4NpRIAU/LTB-L-104282-25-HR.pdf,text,"[3000.0, 98.63, 3000.0, 12000.0, 20.0, 186.0, 3000.0, 67.49, 67.49, 25.0, 12206.0, 15206.0, 7815.22, 98.63, 12000.0, 186.0, 12206.0, 15000.0, 186.0, 20.0, 15206.0, 10676.71, 186.0, 20.0, 3000.0, 67.49, 7815.22, 50000.0, 98.63]","[12000.0, 186.0, 15000.0, 186.0, 20.0, 10676.71, 186.0, 20.0]",15206.0,arrears,"31, 2026. See Schedule 1  for the calculation of the amount owing.     OR    •  >>>$15,206.00<<< if the payment is made on or before April 10, 2026.  See Schedule 1 for  the ca",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-078576-25,L1,Order,2026-01-07,M6L,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000rGnKnIAK/LTB-L-078576-25_payplan.pdf,text,"[4124.12, 3938.12, 186.0, 343.68]","[3938.12, 186.0]",4124.12,arrears,"It is ordered on consent that:  1. The Tenants shall pay the Landlord >>>$4,124.12<<<, which includes:   o $3,938.12 for arrears owing up to December 31, 2025.  o $1",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-008933-26,L1,ExParte Order,2026-03-26,L8V,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wWvwFIAS/LTB-L-008933-26-EX signed.pdf,text,[],[],,,,no dollar amount found
LTB-L-011362-26,L1,ExParte Order,2026-03-12,N8T,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vTn2vIAC/LTB-L-011362-26-EX-signed.pdf,ocr,[],[],,,,no dollar amount found
LTB-L-031158-26,L1,ExParte Order,2026-04-28,M9B,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yjV3aIAE/LTB-L-031158-26-EX.pdf,text,[],[],,,,no dollar amount found
LTB-L-009974-26,L1,Order,2026-04-21,M3A,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yGu0XIAS/LTB-L-009974-26-HR - April 21 2026.pdf,text,"[3980.07, 130.85, 3980.07, 11996.39, 6221.28, 120.0, 186.0, 3980.07, 24.27, 6527.28, 10507.35, 636.47, 130.85, 18217.67, 186.0, 120.0, 11996.39, 6527.28, 22197.74, 186.0, 120.0, 11996.39, 10507.35, 16331.2, 186.0, 120.0, 11996.39, 3980.07, 24.27, 636.47, 50000.0, 130.85]","[18217.67, 186.0, 120.0, 22197.74, 186.0, 120.0, 16331.2, 186.0, 120.0]",10507.35,arrears,"ril 30, 2026. See Schedule 1 for  the calculation of the amount owing.   OR  •  >>>$10,507.35<<< if the payment is made on or before May 29, 2026. See Schedule 1 for  the calcu",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-009153-26,L1,Order,2026-04-28,N6J,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yikSzIAI/LTB-L-009153-26_Consent Order Certified.pdf,text,"[1601.02, 52.64, 1601.02, 1920.0, 3584.1, 186.0, 1569.0, 27.71, 1730.45, 52.64, 5061.16, 186.0, 1920.0, 1569.0, 27.71, 1730.45, 50000.0, 52.64]","[5061.16, 186.0]",1730.45,arrears,"Landlord and the Tenant is terminated.  2. The Tenant shall pay to the Landlord >>>$1,730.45<<<. This amount includes rent arrears owing  up to the date of the hearing and the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-013265-26,L1,Order,2026-04-29,M8V,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000ynubFIAQ/LTB-L-013265-26-HR.pdf,text,"[12285.68, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 1000.0, 285.68]",[],12285.68,arrears,"It is ordered on consent that:  1. The Tenant shall pay to the Landlord >>>$12,285.68<<<for arrears of rent up to April 30, 2026,  and costs.  2. The Tenant shall pay t",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-043869-25,L1,Order,2026-04-01,K1G,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wskEIIAY/LTB-L-043869-25-HR.pdf,text,"[1687.0, 55.46, 1687.0, 3609.0, 15876.0, 19250.0, 14909.98, 55.46, 22859.0, 3609.0, 19250.0, 18518.98, 3609.0, 14909.98, 50000.0, 55.46]",[],22859.0,arrears,"the payment is made on or before April 12, 2026  Rent Owing To April 30, 2026  >>>$22,859.00<<<  Less the amount the Tenant paid to the Landlord since the  application was fil",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-064794-25,L1,Review Order,2026-01-06,L5A,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000rHhQGIA0/LTB-L-064794-25-RV - January 6 2026.pdf,text,[],[],,,,no dollar amount found
LTB-L-108614-25,L1,Order,2026-03-17,P0H,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vjlzeIAA/LTB-L-108614-25- HR.pdf,text,[],[],,,,no dollar amount found
LTB-L-018157-26,L1,Order,2026-05-14,N9V,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zPYmdIAG/LTB-L-018157-26.pdf,text,"[1700.0, 8500.0, 186.0, 8686.0, 1447.67, 1447.67, 1447.67, 1447.67, 1447.67, 1447.65]",[],1700.0,stated_total,"ight to a hearing on this application.    Agreed Facts:  1) The current rent is >>>$1,700.00<<<. It is due on the 1st day of each month.  2) The rent arrears owing to May 31,","no operative section found, or it had no dollar mentions at all; fell back to full-document search; explicit stated-total phrasing (""...is \$X"")"
LTB-L-085453-25,L1,Order,2026-01-27,L5B,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sWm43IAC/LTB-L-085453-25-HR.pdf,text,"[2400.0, 78.9, 2400.0, 1754.84, 12645.16, 186.0, 2400.0, 31.62, 12831.16, 15231.16, 9183.04, 78.9, 14400.0, 186.0, 1754.84, 12831.16, 16800.0, 186.0, 1754.84, 15231.16, 13183.5, 186.0, 1754.84, 2400.0, 31.62, 9183.04, 50000.0, 78.9]","[14400.0, 186.0, 16800.0, 186.0, 13183.5, 186.0]",15231.16,arrears,"ary 31, 2026. See Schedule 1  for the calculation of the amount owing.   OR  •  >>>$15,231.16<<< if the payment is made on or before February 7, 2026. See Schedule 1  for the c",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-017625-26,L1,Review Order,2026-05-21,P2A,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N3000010HtHJIA0/LTB-L-017625-26-RV-cert.pdf,text,[],[],,,,no dollar amount found
LTB-L-030934-26,L1,ExParte Order,2026-04-24,L5J,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yXKiIIAW/LTB-L-030934-26-EX.pdf,text,[],[],,,,no dollar amount found
LTB-L-100316-25,L1,Order,2026-02-18,N9C,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000u0NArIAM/LTB-L-100316-25-HR.pdf,text,"[995.28, 32.72, 995.28, 900.0, 3155.92, 186.0, 895.0, 82.24, 3341.92, 4337.2, 1663.88, 32.72, 4055.92, 186.0, 900.0, 3341.92, 5051.2, 186.0, 900.0, 4337.2, 3355.12, 186.0, 900.0, 895.0, 82.24, 1663.88, 50000.0, 32.72]","[4055.92, 186.0, 5051.2, 186.0, 3355.12, 186.0]",4337.2,arrears,"ary 28, 2026. See Schedule 1  for the calculation of the amount owing.   OR  •  >>>$4,337.20<<< if the payment is made on or before March 31, 2026. See Schedule 1 for  the cal",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-099002-25,L1,Order,2026-02-09,N4S,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tdTXGIA2/LTB-L-099002-25-HR.pdf,text,"[2119.23, 69.67, 2119.23, 5450.0, 2939.76, 186.0, 2119.23, 4.15, 3125.76, 907.84, 69.67, 8389.76, 186.0, 5450.0, 3125.76, 6479.54, 186.0, 5450.0, 2119.23, 4.15, 50000.0, 69.67]","[907.84, 8389.76, 186.0, 6479.54, 186.0]",3125.76,arrears,"tion was filed  - $5,450.00  Total the Tenant must pay to continue the tenancy  >>>$3,125.76<<<  B. Amount the Tenant must pay if the tenancy is terminated  Rent Owing To Hear",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-023078-26,L1,Order,2026-05-28,M6M,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N3000010bwz6IAA/LTB-L-023078-26-2026-MAY-28.pdf,text,"[1381.29, 45.41, 1381.29, 3360.35, 201.0, 1150.0, 171.59, 3561.35, 4942.64, 6323.93, 7705.22, 1812.08, 45.41, 3360.35, 201.0, 3561.35, 4741.64, 201.0, 4942.64, 6122.93, 201.0, 6323.93, 7504.22, 201.0, 7705.22, 2932.67, 201.0, 1150.0, 171.59, 1812.08, 50000.0, 45.41]","[3360.35, 201.0, 3561.35, 4741.64, 201.0, 4942.64, 6122.93, 201.0, 6323.93, 7504.22, 201.0, 7705.22, 2932.67, 201.0, 1150.0]",7705.22,arrears,"uly 31, 2026. See Schedule 1 for  the calculation of the amount owing.   OR  •  >>>$7,705.22<<< if the payment is made on or before August 15, 2026. See Schedule 1 for  the ca",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-004402-26,L1,ExParte Order,2026-03-20,L4T,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000w7OCJIA2/LTB-L-004402-26-EX Certified.pdf,text,[],[],,,,no dollar amount found
LTB-L-008098-26,L1,ExParte Order,2026-04-09,M8V,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xW5VdIAK/LTB-L-008098-26-EX-signed.pdf,text,[],[],,,,no dollar amount found
LTB-L-055770-25,L1,Order,2026-01-30,N5Y,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sy0UMIAY/LTB-L-055770-25_L1- Jan 30 2026.pdf,text,"[6536.0, 186.0, 6536.0, 186.0, 125.0, 125.0, 125.0, 125.0, 125.0, 175.0, 175.0, 175.0, 175.0, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0, 175.0, 175.0, 175.0, 175.0, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0, 175.0, 175.0, 175.0, 175.0, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0, 175.0, 175.0, 175.0, 175.0, 111.0]","[6536.0, 186.0, 186.0]",6536.0,arrears,"Tenant moved out of the rental unit.   2. The Tenant shall pay to the Landlord >>>$6,536.00<<<, which represents the arrears of rent  owing to the date the Tenant moved out o",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-003747-26,L1,Order,2026-03-26,N0M,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000w8cGQIAY/LTB-L-003747-26 - L1 Payment Plan - Cert.pdf,text,"[8386.0, 8386.0]",[],8386.0,arrears,"It is ordered on consent that:  1. The Tenant shall pay to the Landlord >>>$8,386.00<<< for arrears of rent up to March 31, 2026,  and costs.  2. The Tenant shall pay",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-000404-26,L1,Order,2026-03-17,N2C,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vgqvsIAA/LTB-L-000404-26_HR.pdf,text,"[2215.34, 72.83, 2215.34, 8812.57, 186.0, 2215.34, 9.05, 8998.57, 5432.8, 72.83, 8812.57, 186.0, 8998.57, 7471.19, 186.0, 2215.34, 9.05, 5432.8, 50000.0, 72.83]","[8812.57, 186.0, 8998.57, 7471.19, 186.0, 2215.34]",5432.8,arrears,"5. If the Tenant does not void the order, the Tenant shall pay to the Landlord >>>$5,432.80<<<. This  amount includes rent arrears owing up to the date of the hearing and the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-084569-25,L1,Order,2026-01-23,K1C,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000si6SUIAY/LTB-L-084569-25-SIGN.pdf,text,"[1483.97, 48.79, 1483.97, 1860.0, 186.0, 4736.47, 3837.98, 48.79, 6410.47, 186.0, 1860.0, 4736.47, 5511.98, 186.0, 1860.0, 3837.98, 50000.0, 48.79]","[6410.47, 186.0, 5511.98, 186.0]",4736.47,arrears,"ation was filed  - $1,860.00  Total the Tenant must pay to continue the tenancy >>>$4,736.47<<< B. Amount the Tenant must pay if the tenancy is terminated  Rent Owing to Heari",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-011125-26,L1,Order,2026-04-29,L1J,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yctDpIAI/LTB-L-011125-26 U-HR.pdf,text,"[2500.42, 82.21, 2500.42, 3881.66, 4870.02, 186.0, 2500.42, 16.11, 5056.02, 7556.44, 1847.69, 82.21, 8751.68, 186.0, 3881.66, 5056.02, 11252.1, 186.0, 3881.66, 7556.44, 8059.88, 186.0, 3881.66, 2500.42, 16.11, 1847.69, 50000.0, 82.21]","[8751.68, 186.0, 11252.1, 186.0, 8059.88, 186.0]",7556.44,arrears,"ril 30, 2026. See Schedule 1 for  the calculation of the amount owing.   OR  •  >>>$7,556.44<<< if the payment is made on or before May 10, 2026. See Schedule 1 for  the calcu",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-028810-26,L1,ExParte Order,2026-04-24,K7M,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yUhoBIAS/LTB-L-028810-26-EX Certified.pdf,ocr,[],[],,,,no dollar amount found
LTB-L-013865-26,L1,Order,2026-05-20,M5A,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zvC7tIAE/LTB-L-013865-26-HR.pdf,text,"[2800.0, 24404.6, 186.0, 2800.0, 115.75, 21674.85, 24404.6, 186.0, 2800.0, 115.75, 21674.85]","[24404.6, 186.0, 2800.0]",21674.85,arrears,"Tenants moved out of the rental unit.  2. The Tenants shall pay to the Landlord >>>$21,674.85<<<. This amount includes rent arrears  owing up to the date the Tenants moved out",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-094842-25,L1,Order,2026-02-09,L1P,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tQyPCIA0/LTB-L-094842-25-HR Order_CERT.pdf,text,[],[],,,,no dollar amount found
LTB-L-104001-25,L1,Order,2026-02-23,N3L,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uNWtOIAW/LTB-L-104001-25_Consent - February 23 2026.pdf,text,"[1863.58, 61.27, 1863.58, 5191.93, 186.0, 125.0, 1863.58, 12.93, 5502.93, 5191.93, 125.0, 186.0, 5502.93, 7366.51, 9230.09, 3013.72, 61.27, 5191.93, 186.0, 125.0, 5502.93, 7055.51, 186.0, 125.0, 7366.51, 8919.09, 186.0, 125.0, 9230.09, 4579.23, 186.0, 125.0, 1863.58, 12.93, 3013.72, 61.27]","[5191.93, 125.0, 186.0, 5191.93, 186.0, 125.0, 5502.93, 7055.51, 186.0, 125.0, 7366.51, 8919.09, 186.0, 125.0, 4579.23, 186.0, 125.0]",9230.09,arrears,"30, 2026. See Schedule 1 for the  calculation of the amount owing.      OR    • >>>$9,230.09<<< if the payment is made on or before April 30, 2026. See Schedule 1 for the  cal",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093817-25,L1,Order,2026-02-05,M6K,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tA8JDIA0/LTB-L-093817-25-HR - February 5 2026.pdf,text,"[2629.0, 86.43, 2629.0, 3999.0, 7846.0, 186.0, 2629.0, 4.08, 10661.0, 5103.53, 86.43, 14474.0, 186.0, 3999.0, 10661.0, 11549.61, 186.0, 3999.0, 2629.0, 4.08, 5103.53, 50000.0, 86.43]","[14474.0, 186.0, 11549.61, 186.0]",10661.0,arrears,"tion was filed  - $3,999.00  Total the Tenant must pay to continue the tenancy  >>>$10,661.00<<<  B. Amount the Tenant must pay if the tenancy is terminated  Rent Owing To Hear",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-104845-25,L1,Order,2026-03-17,L8G,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vfoPyIAI/LTB-L-104845-25-HR - March 17 2026.doc.pdf,text,"[2767.5, 90.99, 2767.5, 11066.0, 186.0, 2700.0, 171.97, 14019.5, 7705.3, 90.99, 13833.5, 186.0, 14019.5, 10391.27, 186.0, 2700.0, 171.97, 7705.3, 50000.0, 90.99]","[13833.5, 186.0, 14019.5, 10391.27, 186.0, 2700.0]",7705.3,arrears,"5. If the Tenants do not void the order, the Tenants shall pay to the Landlord >>>$7,705.30<<<. This  amount includes rent arrears owing up to the date of the hearing and the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-000960-26,L1,Order,2026-03-20,N3T,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vppj3IAA/LTB-L-000960-26 U-HR.pdf,text,"[2700.0, 88.77, 2700.0, 13943.5, 186.0, 14129.5, 12405.97, 88.77, 13943.5, 186.0, 14129.5, 12219.97, 186.0, 12405.97, 50000.0, 88.77]","[13943.5, 186.0, 14129.5, 12219.97]",12405.97,arrears,"5. If the Tenants do not void the order, the Tenants shall pay to the Landlord >>>$12,405.97<<<.  This amount includes rent arrears owing up to the date of the hearing. See Sc",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-006546-26,L1,Order,2026-04-08,M1L,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wybXzIAI/LTB-L-006546-26-HR.pdf,text,"[3495.0, 114.9, 3495.0, 4000.0, 13475.0, 186.0, 3495.0, 13661.0, 6785.9, 114.9, 17475.0, 186.0, 4000.0, 13661.0, 14094.9, 186.0, 4000.0, 3495.0, 6785.9, 50000.0, 114.9]","[17475.0, 186.0, 14094.9, 186.0]",13661.0,arrears,"tion was filed  - $4,000.00  Total the Tenant must pay to continue the tenancy  >>>$13,661.00<<<  B. Amount the Tenant must pay if the tenancy is terminated  Rent Owing To Hear",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-012697-26,L1,Order,2026-05-07,L6T,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000z0xEgIAI/LTB-L-012697-26-HR - May 7 2026.doc.pdf,text,"[1932.75, 63.54, 1932.75, 7584.29, 186.0, 1735.27, 576.32, 9703.04, 5458.7, 63.54, 9517.04, 186.0, 9703.04, 7584.29, 186.0, 1735.27, 576.32, 5458.7, 50000.0, 63.54]","[9517.04, 186.0, 9703.04, 7584.29, 186.0, 1735.27]",5458.7,arrears,"5. If the Tenant does not void the order, the Tenant shall pay to the Landlord >>>$5,458.70<<<. This  amount includes rent arrears owing up to the date of the hearing and the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-103616-25,L1,Order,2026-03-04,M1E,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uhb9LIAQ/LTB-L-103616-25.pdf,text,"[1633.0, 53.69, 1633.0, 4326.0, 12702.0, 186.0, 1557.0, 24.19, 14521.0, 10962.37, 53.69, 18661.0, 186.0, 4326.0, 14521.0, 16683.56, 186.0, 4326.0, 1557.0, 24.19, 10962.37, 50000.0, 53.69]","[18661.0, 186.0, 16683.56, 186.0]",14521.0,arrears,"ion was filed  - $4,326.00  Total the Tenants must pay to continue the tenancy  >>>$14,521.00<<<  B. Amount the Tenants must pay if the tenancy is terminated  Rent Owing to Hea",found in operative 'It is ordered that' section; matched expected keyword for category
